,video,method,scenario,name,value
1670,26,lee,synth,ssim,1
1671,26,lee,fixed,lpips,2
1672,26,lee,removal,lpips,2
1673,26,lee,synth,lpips,7
1674,26,huang,fixed,psnr,6
1675,26,huang,removal,psnr,0
1676,26,huang,synth,psnr,3
1677,26,huang,fixed,ssim,6
1678,26,huang,removal,ssim,2
1679,26,huang,synth,ssim,0
1680,26,huang,fixed,lpips,4
1681,26,huang,removal,lpips,6
1682,26,huang,synth,lpips,7
1683,26,oh,fixed,psnr,3
1684,26,oh,removal,psnr,9
1685,26,oh,synth,psnr,7
1686,26,oh,fixed,ssim,0
1687,26,oh,removal,ssim,5
1688,26,oh,synth,ssim,1
1689,26,oh,fixed,lpips,7
1690,26,oh,removal,lpips,4
1691,26,oh,synth,lpips,4
1692,26,ours,fixed,psnr,4
1693,26,ours,removal,psnr,3
1694,26,ours,synth,psnr,7
1695,26,ours,fixed,ssim,9
1696,26,ours,removal,ssim,3
1697,26,ours,synth,ssim,3
1698,26,ours,fixed,lpips,7
1699,26,ours,removal,lpips,0
1700,26,ours,synth,lpips,5
1701,27,kim,fixed,psnr,5
1702,27,kim,removal,psnr,8
1703,27,kim,synth,psnr,3
1704,27,kim,fixed,ssim,1
1705,27,kim,removal,ssim,3
1706,27,kim,synth,ssim,8
1707,27,kim,fixed,lpips,0
1708,27,kim,removal,lpips,9
1709,27,kim,synth,lpips,4
1710,27,newson,fixed,psnr,1
1711,27,newson,removal,psnr,1
1712,27,newson,synth,psnr,0
1713,27,newson,fixed,ssim,5
1714,27,newson,removal,ssim,5
1715,27,newson,synth,ssim,4
1716,27,newson,fixed,lpips,1
1717,27,newson,removal,lpips,1
1718,27,newson,synth,lpips,2
1719,27,xu,fixed,psnr,5
1720,27,xu,removal,psnr,5
1721,27,xu,synth,psnr,7
1722,27,xu,fixed,ssim,9
1723,27,xu,removal,ssim,3
1724,27,xu,synth,ssim,1
1725,27,xu,fixed,lpips,8
1726,27,xu,removal,lpips,5
1727,27,xu,synth,lpips,2
1728,27,lee,fixed,psnr,1
1729,27,lee,removal,psnr,5
1730,27,lee,synth,psnr,7
1731,27,lee,fixed,ssim,4
1732,27,lee,removal,ssim,6
1733,27,lee,synth,ssim,8
1734,27,lee,fixed,lpips,8
1735,27,lee,removal,lpips,6
1736,27,lee,synth,lpips,8
1737,27,huang,fixed,psnr,1
1738,27,huang,removal,psnr,6
1739,27,huang,synth,psnr,5
1740,27,huang,fixed,ssim,6
1741,27,huang,removal,ssim,2
1742,27,huang,synth,ssim,8
1743,27,huang,fixed,lpips,9
1744,27,huang,removal,lpips,8
1745,27,huang,synth,lpips,1
1746,27,oh,fixed,psnr,9
1747,27,oh,removal,psnr,4
1748,27,oh,synth,psnr,0
1749,27,oh,fixed,ssim,5
1750,27,oh,removal,ssim,7
1751,27,oh,synth,ssim,1
1752,27,oh,fixed,lpips,0
1753,27,oh,removal,lpips,8
1754,27,oh,synth,lpips,4
1755,27,ours,fixed,psnr,5
1756,27,ours,removal,psnr,8
1757,27,ours,synth,psnr,4
1758,27,ours,fixed,ssim,5
1759,27,ours,removal,ssim,0
1760,27,ours,synth,ssim,3
1761,27,ours,fixed,lpips,3
1762,27,ours,removal,lpips,2
1763,27,ours,synth,lpips,1
1764,28,kim,fixed,psnr,5
1765,28,kim,removal,psnr,2
1766,28,kim,synth,psnr,3
1767,28,kim,fixed,ssim,7
1768,28,kim,removal,ssim,1
1769,28,kim,synth,ssim,8
1770,28,kim,fixed,lpips,6
1771,28,kim,removal,lpips,6
1772,28,kim,synth,lpips,7
1773,28,newson,fixed,psnr,2
1774,28,newson,removal,psnr,2
1775,28,newson,synth,psnr,7
1776,28,newson,fixed,ssim,8
1777,28,newson,removal,ssim,9
1778,28,newson,synth,ssim,5
1779,28,newson,fixed,lpips,0
1780,28,newson,removal,lpips,9
1781,28,newson,synth,lpips,0
1782,28,xu,fixed,psnr,7
1783,28,xu,removal,psnr,1
1784,28,xu,synth,psnr,2
1785,28,xu,fixed,ssim,4
1786,28,xu,removal,ssim,5
1787,28,xu,synth,ssim,2
1788,28,xu,fixed,lpips,0
1789,28,xu,removal,lpips,0
1790,28,xu,synth,lpips,1
1791,28,lee,fixed,psnr,8
1792,28,lee,removal,psnr,7
1793,28,lee,synth,psnr,5
1794,28,lee,fixed,ssim,9
1795,28,lee,removal,ssim,3
1796,28,lee,synth,ssim,1
1797,28,lee,fixed,lpips,8
1798,28,lee,removal,lpips,3
1799,28,lee,synth,lpips,5
1800,28,huang,fixed,psnr,1
1801,28,huang,removal,psnr,8
1802,28,huang,synth,psnr,9
1803,28,huang,fixed,ssim,4
1804,28,huang,removal,ssim,6
1805,28,huang,synth,ssim,6
1806,28,huang,fixed,lpips,6
1807,28,huang,removal,lpips,7
1808,28,huang,synth,lpips,8
1809,28,oh,fixed,psnr,3
1810,28,oh,removal,psnr,9
1811,28,oh,synth,psnr,3
1812,28,oh,fixed,ssim,4
1813,28,oh,removal,ssim,8
1814,28,oh,synth,ssim,3
1815,28,oh,fixed,lpips,4
1816,28,oh,removal,lpips,8
1817,28,oh,synth,lpips,8
1818,28,ours,fixed,psnr,6
1819,28,ours,removal,psnr,6
1820,28,ours,synth,psnr,9
1821,28,ours,fixed,ssim,0
1822,28,ours,removal,ssim,5
1823,28,ours,synth,ssim,4
1824,28,ours,fixed,lpips,5
1825,28,ours,removal,lpips,2
1826,28,ours,synth,lpips,5
1827,29,kim,fixed,psnr,1
1828,29,kim,removal,psnr,4
1829,29,kim,synth,psnr,5
1830,29,kim,fixed,ssim,9
1831,29,kim,removal,ssim,5
1832,29,kim,synth,ssim,8
1833,29,kim,fixed,lpips,7
1834,29,kim,removal,lpips,2
1835,29,kim,synth,lpips,4
1836,29,newson,fixed,psnr,3
1837,29,newson,removal,psnr,6
1838,29,newson,synth,psnr,5
1839,29,newson,fixed,ssim,7
1840,29,newson,removal,ssim,9
1841,29,newson,synth,ssim,0
1842,29,newson,fixed,lpips,6
1843,29,newson,removal,lpips,9
1844,29,newson,synth,lpips,1
1845,29,xu,fixed,psnr,5
1846,29,xu,removal,psnr,5
1847,29,xu,synth,psnr,9
1848,29,xu,fixed,ssim,5
1849,29,xu,removal,ssim,4
1850,29,xu,synth,ssim,3
1851,29,xu,fixed,lpips,7
1852,29,xu,removal,lpips,8
1853,29,xu,synth,lpips,3
1854,29,lee,fixed,psnr,5
1855,29,lee,removal,psnr,1
1856,29,lee,synth,psnr,1
1857,29,lee,fixed,ssim,0
1858,29,lee,removal,ssim,1
1859,29,lee,synth,ssim,4
1860,29,lee,fixed,lpips,0
1861,29,lee,removal,lpips,4
1862,29,lee,synth,lpips,7
1863,29,huang,fixed,psnr,9
1864,29,huang,removal,psnr,4
1865,29,huang,synth,psnr,0
1866,29,huang,fixed,ssim,3
1867,29,huang,removal,ssim,0
1868,29,huang,synth,ssim,9
1869,29,huang,fixed,lpips,8
1870,29,huang,removal,lpips,3
1871,29,huang,synth,lpips,6
1872,29,oh,fixed,psnr,6
1873,29,oh,removal,psnr,6
1874,29,oh,synth,psnr,0
1875,29,oh,fixed,ssim,4
1876,29,oh,removal,ssim,7
1877,29,oh,synth,ssim,2
1878,29,oh,fixed,lpips,0
1879,29,oh,removal,lpips,7
1880,29,oh,synth,lpips,1
1881,29,ours,fixed,psnr,6
1882,29,ours,removal,psnr,7
1883,29,ours,synth,psnr,2
1884,29,ours,fixed,ssim,7
1885,29,ours,removal,ssim,8
1886,29,ours,synth,ssim,5
1887,29,ours,fixed,lpips,5
1888,29,ours,removal,lpips,6
1889,29,ours,synth,lpips,0
1890,30,kim,fixed,psnr,4
1891,30,kim,removal,psnr,2
1892,30,kim,synth,psnr,9
1893,30,kim,fixed,ssim,6
1894,30,kim,removal,ssim,0
1895,30,kim,synth,ssim,3
1896,30,kim,fixed,lpips,9
1897,30,kim,removal,lpips,0
1898,30,kim,synth,lpips,2
1899,30,newson,fixed,psnr,3
1900,30,newson,removal,psnr,1
1901,30,newson,synth,psnr,5
1902,30,newson,fixed,ssim,0
1903,30,newson,removal,ssim,7
1904,30,newson,synth,ssim,0
1905,30,newson,fixed,lpips,9
1906,30,newson,removal,lpips,0
1907,30,newson,synth,lpips,2
1908,30,xu,fixed,psnr,1
1909,30,xu,removal,psnr,0
1910,30,xu,synth,psnr,8
1911,30,xu,fixed,ssim,9
1912,30,xu,removal,ssim,9
1913,30,xu,synth,ssim,9
1914,30,xu,fixed,lpips,9
1915,30,xu,removal,lpips,7
1916,30,xu,synth,lpips,8
1917,30,lee,fixed,psnr,0
1918,30,lee,removal,psnr,9
1919,30,lee,synth,psnr,7
1920,30,lee,fixed,ssim,3
1921,30,lee,removal,ssim,6
1922,30,lee,synth,ssim,0
1923,30,lee,fixed,lpips,0
1924,30,lee,removal,lpips,3
1925,30,lee,synth,lpips,6
1926,30,huang,fixed,psnr,6
1927,30,huang,removal,psnr,4
1928,30,huang,synth,psnr,4
1929,30,huang,fixed,ssim,8
1930,30,huang,removal,ssim,4
1931,30,huang,synth,ssim,3
1932,30,huang,fixed,lpips,5
1933,30,huang,removal,lpips,6
1934,30,huang,synth,lpips,1
1935,30,oh,fixed,psnr,3
1936,30,oh,removal,psnr,4
1937,30,oh,synth,psnr,9
1938,30,oh,fixed,ssim,1
1939,30,oh,removal,ssim,0
1940,30,oh,synth,ssim,9
1941,30,oh,fixed,lpips,1
1942,30,oh,removal,lpips,7
1943,30,oh,synth,lpips,2
1944,30,ours,fixed,psnr,5
1945,30,ours,removal,psnr,0
1946,30,ours,synth,psnr,8
1947,30,ours,fixed,ssim,9
1948,30,ours,removal,ssim,4
1949,30,ours,synth,ssim,4
1950,30,ours,fixed,lpips,9
1951,30,ours,removal,lpips,1
1952,30,ours,synth,lpips,5
1953,31,kim,fixed,psnr,7
1954,31,kim,removal,psnr,9
1955,31,kim,synth,psnr,4
1956,31,kim,fixed,ssim,9
1957,31,kim,removal,ssim,7
1958,31,kim,synth,ssim,0
1959,31,kim,fixed,lpips,9
1960,31,kim,removal,lpips,3
1961,31,kim,synth,lpips,0
1962,31,newson,fixed,psnr,4
1963,31,newson,removal,psnr,0
1964,31,newson,synth,psnr,4
1965,31,newson,fixed,ssim,2
1966,31,newson,removal,ssim,2
1967,31,newson,synth,ssim,1
1968,31,newson,fixed,lpips,9
1969,31,newson,removal,lpips,9
1970,31,newson,synth,lpips,7
1971,31,xu,fixed,psnr,1
1972,31,xu,removal,psnr,1
1973,31,xu,synth,psnr,5
1974,31,xu,fixed,ssim,3
1975,31,xu,removal,ssim,0
1976,31,xu,synth,ssim,2
1977,31,xu,fixed,lpips,0
1978,31,xu,removal,lpips,2
1979,31,xu,synth,lpips,4
1980,31,lee,fixed,psnr,6
1981,31,lee,removal,psnr,1
1982,31,lee,synth,psnr,8
1983,31,lee,fixed,ssim,7
1984,31,lee,removal,ssim,2
1985,31,lee,synth,ssim,3
1986,31,lee,fixed,lpips,0
1987,31,lee,removal,lpips,7
1988,31,lee,synth,lpips,7
1989,31,huang,fixed,psnr,6
1990,31,huang,removal,psnr,8
1991,31,huang,synth,psnr,2
1992,31,huang,fixed,ssim,0
1993,31,huang,removal,ssim,9
1994,31,huang,synth,ssim,4
1995,31,huang,fixed,lpips,2
1996,31,huang,removal,lpips,5
1997,31,huang,synth,lpips,5
1998,31,oh,fixed,psnr,7
1999,31,oh,removal,psnr,2
2000,31,oh,synth,psnr,5
2001,31,oh,fixed,ssim,1
2002,31,oh,removal,ssim,6
2003,31,oh,synth,ssim,6
2004,31,oh,fixed,lpips,2
2005,31,oh,removal,lpips,8
2006,31,oh,synth,lpips,9
2007,31,ours,fixed,psnr,4
2008,31,ours,removal,psnr,4
2009,31,ours,synth,psnr,4
2010,31,ours,fixed,ssim,9
2011,31,ours,removal,ssim,1
2012,31,ours,synth,ssim,1
2013,31,ours,fixed,lpips,1
2014,31,ours,removal,lpips,6
2015,31,ours,synth,lpips,8
2016,32,kim,fixed,psnr,2
2017,32,kim,removal,psnr,0
2018,32,kim,synth,psnr,4
2019,32,kim,fixed,ssim,5
2020,32,kim,removal,ssim,1
2021,32,kim,synth,ssim,3
2022,32,kim,fixed,lpips,7
2023,32,kim,removal,lpips,1
2024,32,kim,synth,lpips,3
2025,32,newson,fixed,psnr,0
2026,32,newson,removal,psnr,4
2027,32,newson,synth,psnr,6
2028,32,newson,fixed,ssim,2
2029,32,newson,removal,ssim,8
2030,32,newson,synth,ssim,7
2031,32,newson,fixed,lpips,4
2032,32,newson,removal,lpips,0
2033,32,newson,synth,lpips,0
2034,32,xu,fixed,psnr,7
2035,32,xu,removal,psnr,0
2036,32,xu,synth,psnr,2
2037,32,xu,fixed,ssim,6
2038,32,xu,removal,ssim,6
2039,32,xu,synth,ssim,9
2040,32,xu,fixed,lpips,2
2041,32,xu,removal,lpips,2
2042,32,xu,synth,lpips,6
2043,32,lee,fixed,psnr,5
2044,32,lee,removal,psnr,4
2045,32,lee,synth,psnr,4
2046,32,lee,fixed,ssim,6
2047,32,lee,removal,ssim,8
2048,32,lee,synth,ssim,7
2049,32,lee,fixed,lpips,5
2050,32,lee,removal,lpips,3
2051,32,lee,synth,lpips,7
2052,32,huang,fixed,psnr,3
2053,32,huang,removal,psnr,2
2054,32,huang,synth,psnr,4
2055,32,huang,fixed,ssim,6
2056,32,huang,removal,ssim,4
2057,32,huang,synth,ssim,5
2058,32,huang,fixed,lpips,2
2059,32,huang,removal,lpips,1
2060,32,huang,synth,lpips,5
2061,32,oh,fixed,psnr,0
2062,32,oh,removal,psnr,2
2063,32,oh,synth,psnr,7
2064,32,oh,fixed,ssim,6
2065,32,oh,removal,ssim,4
2066,32,oh,synth,ssim,8
2067,32,oh,fixed,lpips,3
2068,32,oh,removal,lpips,4
2069,32,oh,synth,lpips,9
2070,32,ours,fixed,psnr,5
2071,32,ours,removal,psnr,7
2072,32,ours,synth,psnr,6
2073,32,ours,fixed,ssim,6
2074,32,ours,removal,ssim,6
2075,32,ours,synth,ssim,5
2076,32,ours,fixed,lpips,8
2077,32,ours,removal,lpips,3
2078,32,ours,synth,lpips,9
2079,33,kim,fixed,psnr,4
2080,33,kim,removal,psnr,0
2081,33,kim,synth,psnr,9
2082,33,kim,fixed,ssim,6
2083,33,kim,removal,ssim,5
2084,33,kim,synth,ssim,6
2085,33,kim,fixed,lpips,2
2086,33,kim,removal,lpips,0
2087,33,kim,synth,lpips,8
2088,33,newson,fixed,psnr,8
2089,33,newson,removal,psnr,7
2090,33,newson,synth,psnr,7
2091,33,newson,fixed,ssim,0
2092,33,newson,removal,ssim,4
2093,33,newson,synth,ssim,8
2094,33,newson,fixed,lpips,4
2095,33,newson,removal,lpips,4
2096,33,newson,synth,lpips,3
2097,33,xu,fixed,psnr,2
2098,33,xu,removal,psnr,6
2099,33,xu,synth,psnr,6
2100,33,xu,fixed,ssim,3
2101,33,xu,removal,ssim,6
2102,33,xu,synth,ssim,2
2103,33,xu,fixed,lpips,7
2104,33,xu,removal,lpips,2
2105,33,xu,synth,lpips,7
2106,33,lee,fixed,psnr,4
2107,33,lee,removal,psnr,7
2108,33,lee,synth,psnr,6
2109,33,lee,fixed,ssim,2
2110,33,lee,removal,ssim,2
2111,33,lee,synth,ssim,2
2112,33,lee,fixed,lpips,4
2113,33,lee,removal,lpips,2
2114,33,lee,synth,lpips,1
2115,33,huang,fixed,psnr,6
2116,33,huang,removal,psnr,0
2117,33,huang,synth,psnr,8
2118,33,huang,fixed,ssim,6
2119,33,huang,removal,ssim,3
2120,33,huang,synth,ssim,8
2121,33,huang,fixed,lpips,4
2122,33,huang,removal,lpips,1
2123,33,huang,synth,lpips,8
2124,33,oh,fixed,psnr,0
2125,33,oh,removal,psnr,9
2126,33,oh,synth,psnr,4
2127,33,oh,fixed,ssim,7
2128,33,oh,removal,ssim,7
2129,33,oh,synth,ssim,6
2130,33,oh,fixed,lpips,5
2131,33,oh,removal,lpips,7
2132,33,oh,synth,lpips,9
2133,33,ours,fixed,psnr,3
2134,33,ours,removal,psnr,2
2135,33,ours,synth,psnr,4
2136,33,ours,fixed,ssim,5
2137,33,ours,removal,ssim,9
2138,33,ours,synth,ssim,2
2139,33,ours,fixed,lpips,4
2140,33,ours,removal,lpips,0
2141,33,ours,synth,lpips,1
2142,34,kim,fixed,psnr,6
2143,34,kim,removal,psnr,0
2144,34,kim,synth,psnr,0
2145,34,kim,fixed,ssim,8
2146,34,kim,removal,ssim,8
2147,34,kim,synth,ssim,8
2148,34,kim,fixed,lpips,7
2149,34,kim,removal,lpips,2
2150,34,kim,synth,lpips,0
2151,34,newson,fixed,psnr,6
2152,34,newson,removal,psnr,3
2153,34,newson,synth,psnr,0
2154,34,newson,fixed,ssim,6
2155,34,newson,removal,ssim,8
2156,34,newson,synth,ssim,9
2157,34,newson,fixed,lpips,3
2158,34,newson,removal,lpips,9
2159,34,newson,synth,lpips,6
2160,34,xu,fixed,psnr,2
2161,34,xu,removal,psnr,6
2162,34,xu,synth,psnr,3
2163,34,xu,fixed,ssim,8
2164,34,xu,removal,ssim,2
2165,34,xu,synth,ssim,8
2166,34,xu,fixed,lpips,7
2167,34,xu,removal,lpips,4
2168,34,xu,synth,lpips,6
2169,34,lee,fixed,psnr,3
2170,34,lee,removal,psnr,1
2171,34,lee,synth,psnr,3
2172,34,lee,fixed,ssim,2
2173,34,lee,removal,ssim,3
2174,34,lee,synth,ssim,3
2175,34,lee,fixed,lpips,2
2176,34,lee,removal,lpips,2
2177,34,lee,synth,lpips,1
2178,34,huang,fixed,psnr,6
2179,34,huang,removal,psnr,4
2180,34,huang,synth,psnr,0
2181,34,huang,fixed,ssim,8
2182,34,huang,removal,ssim,3
2183,34,huang,synth,ssim,7
2184,34,huang,fixed,lpips,1
2185,34,huang,removal,lpips,7
2186,34,huang,synth,lpips,3
2187,34,oh,fixed,psnr,7
2188,34,oh,removal,psnr,1
2189,34,oh,synth,psnr,5
2190,34,oh,fixed,ssim,7
2191,34,oh,removal,ssim,8
2192,34,oh,synth,ssim,6
2193,34,oh,fixed,lpips,7
2194,34,oh,removal,lpips,0
2195,34,oh,synth,lpips,9
2196,34,ours,fixed,psnr,9
2197,34,ours,removal,psnr,7
2198,34,ours,synth,psnr,3
2199,34,ours,fixed,ssim,0
2200,34,ours,removal,ssim,8
2201,34,ours,synth,ssim,5
2202,34,ours,fixed,lpips,2
2203,34,ours,removal,lpips,9
2204,34,ours,synth,lpips,0
2205,35,kim,fixed,psnr,5
2206,35,kim,removal,psnr,2
2207,35,kim,synth,psnr,3
2208,35,kim,fixed,ssim,7
2209,35,kim,removal,ssim,3
2210,35,kim,synth,ssim,5
2211,35,kim,fixed,lpips,1
2212,35,kim,removal,lpips,1
2213,35,kim,synth,lpips,7
2214,35,newson,fixed,psnr,2
2215,35,newson,removal,psnr,9
2216,35,newson,synth,psnr,3
2217,35,newson,fixed,ssim,6
2218,35,newson,removal,ssim,4
2219,35,newson,synth,ssim,1
2220,35,newson,fixed,lpips,7
2221,35,newson,removal,lpips,1
2222,35,newson,synth,lpips,1
2223,35,xu,fixed,psnr,7
2224,35,xu,removal,psnr,9
2225,35,xu,synth,psnr,0
2226,35,xu,fixed,ssim,7
2227,35,xu,removal,ssim,5
2228,35,xu,synth,ssim,2
2229,35,xu,fixed,lpips,5
2230,35,xu,removal,lpips,8
2231,35,xu,synth,lpips,5
2232,35,lee,fixed,psnr,4
2233,35,lee,removal,psnr,2
2234,35,lee,synth,psnr,2
2235,35,lee,fixed,ssim,6
2236,35,lee,removal,ssim,0
2237,35,lee,synth,ssim,7
2238,35,lee,fixed,lpips,6
2239,35,lee,removal,lpips,0
2240,35,lee,synth,lpips,9
2241,35,huang,fixed,psnr,9
2242,35,huang,removal,psnr,2
2243,35,huang,synth,psnr,5
2244,35,huang,fixed,ssim,2
2245,35,huang,removal,ssim,8
2246,35,huang,synth,ssim,3
2247,35,huang,fixed,lpips,2
2248,35,huang,removal,lpips,2
2249,35,huang,synth,lpips,6
2250,35,oh,fixed,psnr,3
2251,35,oh,removal,psnr,1
2252,35,oh,synth,psnr,4
2253,35,oh,fixed,ssim,3
2254,35,oh,removal,ssim,2
2255,35,oh,synth,ssim,9
2256,35,oh,fixed,lpips,8
2257,35,oh,removal,lpips,8
2258,35,oh,synth,lpips,4
2259,35,ours,fixed,psnr,6
2260,35,ours,removal,psnr,3
2261,35,ours,synth,psnr,7
2262,35,ours,fixed,ssim,7
2263,35,ours,removal,ssim,1
2264,35,ours,synth,ssim,0
2265,35,ours,fixed,lpips,1
2266,35,ours,removal,lpips,3
2267,35,ours,synth,lpips,2
2268,36,kim,fixed,psnr,6
2269,36,kim,removal,psnr,0
2270,36,kim,synth,psnr,1
2271,36,kim,fixed,ssim,9
2272,36,kim,removal,ssim,9
2273,36,kim,synth,ssim,1
2274,36,kim,fixed,lpips,4
2275,36,kim,removal,lpips,6
2276,36,kim,synth,lpips,3
2277,36,newson,fixed,psnr,1
2278,36,newson,removal,psnr,8
2279,36,newson,synth,psnr,0
2280,36,newson,fixed,ssim,1
2281,36,newson,removal,ssim,0
2282,36,newson,synth,ssim,4
2283,36,newson,fixed,lpips,2
2284,36,newson,removal,lpips,3
2285,36,newson,synth,lpips,5
2286,36,xu,fixed,psnr,5
2287,36,xu,removal,psnr,6
2288,36,xu,synth,psnr,0
2289,36,xu,fixed,ssim,4
2290,36,xu,removal,ssim,3
2291,36,xu,synth,ssim,0
2292,36,xu,fixed,lpips,3
2293,36,xu,removal,lpips,7
2294,36,xu,synth,lpips,6
2295,36,lee,fixed,psnr,6
2296,36,lee,removal,psnr,5
2297,36,lee,synth,psnr,8
2298,36,lee,fixed,ssim,3
2299,36,lee,removal,ssim,2
2300,36,lee,synth,ssim,0
2301,36,lee,fixed,lpips,9
2302,36,lee,removal,lpips,5
2303,36,lee,synth,lpips,3
2304,36,huang,fixed,psnr,5
2305,36,huang,removal,psnr,2
2306,36,huang,synth,psnr,5
2307,36,huang,fixed,ssim,2
2308,36,huang,removal,ssim,5
2309,36,huang,synth,ssim,2
2310,36,huang,fixed,lpips,1
2311,36,huang,removal,lpips,7
2312,36,huang,synth,lpips,2
2313,36,oh,fixed,psnr,1
2314,36,oh,removal,psnr,9
2315,36,oh,synth,psnr,9
2316,36,oh,fixed,ssim,9
2317,36,oh,removal,ssim,1
2318,36,oh,synth,ssim,3
2319,36,oh,fixed,lpips,3
2320,36,oh,removal,lpips,3
2321,36,oh,synth,lpips,1
2322,36,ours,fixed,psnr,8
2323,36,ours,removal,psnr,9
2324,36,ours,synth,psnr,0
2325,36,ours,fixed,ssim,9
2326,36,ours,removal,ssim,0
2327,36,ours,synth,ssim,8
2328,36,ours,fixed,lpips,6
2329,36,ours,removal,lpips,1
2330,36,ours,synth,lpips,9
2331,37,kim,fixed,psnr,2
2332,37,kim,removal,psnr,1
2333,37,kim,synth,psnr,8
2334,37,kim,fixed,ssim,7
2335,37,kim,removal,ssim,9
2336,37,kim,synth,ssim,7
2337,37,kim,fixed,lpips,2
2338,37,kim,removal,lpips,2
2339,37,kim,synth,lpips,7
2340,37,newson,fixed,psnr,9
2341,37,newson,removal,psnr,9
2342,37,newson,synth,psnr,8
2343,37,newson,fixed,ssim,0
2344,37,newson,removal,ssim,1
2345,37,newson,synth,ssim,0
2346,37,newson,fixed,lpips,8
2347,37,newson,removal,lpips,6
2348,37,newson,synth,lpips,0
2349,37,xu,fixed,psnr,6
2350,37,xu,removal,psnr,4
2351,37,xu,synth,psnr,4
2352,37,xu,fixed,ssim,7
2353,37,xu,removal,ssim,3
2354,37,xu,synth,ssim,7
2355,37,xu,fixed,lpips,7
2356,37,xu,removal,lpips,5
2357,37,xu,synth,lpips,0
2358,37,lee,fixed,psnr,0
2359,37,lee,removal,psnr,9
2360,37,lee,synth,psnr,4
2361,37,lee,fixed,ssim,5
2362,37,lee,removal,ssim,8
2363,37,lee,synth,ssim,4
2364,37,lee,fixed,lpips,6
2365,37,lee,removal,lpips,6
2366,37,lee,synth,lpips,2
2367,37,huang,fixed,psnr,6
2368,37,huang,removal,psnr,8
2369,37,huang,synth,psnr,2
2370,37,huang,fixed,ssim,3
2371,37,huang,removal,ssim,1
2372,37,huang,synth,ssim,3
2373,37,huang,fixed,lpips,2
2374,37,huang,removal,lpips,9
2375,37,huang,synth,lpips,1
2376,37,oh,fixed,psnr,4
2377,37,oh,removal,psnr,3
2378,37,oh,synth,psnr,4
2379,37,oh,fixed,ssim,0
2380,37,oh,removal,ssim,3
2381,37,oh,synth,ssim,3
2382,37,oh,fixed,lpips,7
2383,37,oh,removal,lpips,8
2384,37,oh,synth,lpips,8
2385,37,ours,fixed,psnr,3
2386,37,ours,removal,psnr,1
2387,37,ours,synth,psnr,9
2388,37,ours,fixed,ssim,9
2389,37,ours,removal,ssim,9
2390,37,ours,synth,ssim,1
2391,37,ours,fixed,lpips,0
2392,37,ours,removal,lpips,8
2393,37,ours,synth,lpips,8
2394,38,kim,fixed,psnr,7
2395,38,kim,removal,psnr,6
2396,38,kim,synth,psnr,7
2397,38,kim,fixed,ssim,4
2398,38,kim,removal,ssim,4
2399,38,kim,synth,ssim,8
2400,38,kim,fixed,lpips,9
2401,38,kim,removal,lpips,5
2402,38,kim,synth,lpips,5
2403,38,newson,fixed,psnr,9
2404,38,newson,removal,psnr,0
2405,38,newson,synth,psnr,4
2406,38,newson,fixed,ssim,4
2407,38,newson,removal,ssim,3
2408,38,newson,synth,ssim,6
2409,38,newson,fixed,lpips,5
2410,38,newson,removal,lpips,1
2411,38,newson,synth,lpips,1
2412,38,xu,fixed,psnr,4
2413,38,xu,removal,psnr,5
2414,38,xu,synth,psnr,5
2415,38,xu,fixed,ssim,9
2416,38,xu,removal,ssim,6
2417,38,xu,synth,ssim,8
2418,38,xu,fixed,lpips,0
2419,38,xu,removal,lpips,6
2420,38,xu,synth,lpips,9
2421,38,lee,fixed,psnr,0
2422,38,lee,removal,psnr,5
2423,38,lee,synth,psnr,3
2424,38,lee,fixed,ssim,6
2425,38,lee,removal,ssim,9
2426,38,lee,synth,ssim,5
2427,38,lee,fixed,lpips,2
2428,38,lee,removal,lpips,8
2429,38,lee,synth,lpips,3
2430,38,huang,fixed,psnr,3
2431,38,huang,removal,psnr,8
2432,38,huang,synth,psnr,3
2433,38,huang,fixed,ssim,9
2434,38,huang,removal,ssim,7
2435,38,huang,synth,ssim,3
2436,38,huang,fixed,lpips,2
2437,38,huang,removal,lpips,0
2438,38,huang,synth,lpips,5
2439,38,oh,fixed,psnr,8
2440,38,oh,removal,psnr,8
2441,38,oh,synth,psnr,4
2442,38,oh,fixed,ssim,4
2443,38,oh,removal,ssim,3
2444,38,oh,synth,ssim,8
2445,38,oh,fixed,lpips,8
2446,38,oh,removal,lpips,1
2447,38,oh,synth,lpips,3
2448,38,ours,fixed,psnr,9
2449,38,ours,removal,psnr,2
2450,38,ours,synth,psnr,8
2451,38,ours,fixed,ssim,4
2452,38,ours,removal,ssim,7
2453,38,ours,synth,ssim,7
2454,38,ours,fixed,lpips,8
2455,38,ours,removal,lpips,0
2456,38,ours,synth,lpips,6
2457,39,kim,fixed,psnr,9
2458,39,kim,removal,psnr,0
2459,39,kim,synth,psnr,1
2460,39,kim,fixed,ssim,0
2461,39,kim,removal,ssim,8
2462,39,kim,synth,ssim,2
2463,39,kim,fixed,lpips,8
2464,39,kim,removal,lpips,0
2465,39,kim,synth,lpips,2
2466,39,newson,fixed,psnr,6
2467,39,newson,removal,psnr,1
2468,39,newson,synth,psnr,3
2469,39,newson,fixed,ssim,2
2470,39,newson,removal,ssim,0
2471,39,newson,synth,ssim,7
2472,39,newson,fixed,lpips,3
2473,39,newson,removal,lpips,2
2474,39,newson,synth,lpips,5
2475,39,xu,fixed,psnr,9
