SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,October-7-2019,Single Family Residential,5408 S Fletcher St,Seattle,WA,98118,475000,3,3.0,Rainier Beach,1930,5625,1985,341,246,,Sold,,,http://www.redfin.com/WA/Seattle/5408-S-Fletcher-St-98118/home/177000,NWMLS,1460170,N,Y,47.5192428,-122.2646659
PAST SALE,March-17-2020,Single Family Residential,5915 S Bangor St,Seattle,WA,98178,615000,4,2.75,Seattle,2130,5400,1983,179,289,,Sold,,,http://www.redfin.com/WA/Seattle/5915-S-Bangor-St-98178/home/178745,NWMLS,1552191,N,Y,47.5059067,-122.2587006
PAST SALE,April-10-2020,Single Family Residential,8127 S 112th St,Seattle,WA,98178,575000,3,2.75,Lakeridge,2180,15108,1974,155,264,,Sold,,,http://www.redfin.com/WA/Seattle/8127-S-112th-St-98178/home/197487,NWMLS,1418049,N,Y,47.5022264,-122.2301931
PAST SALE,December-5-2019,Single Family Residential,6107 S Ryan St,Seattle,WA,98178,505000,2,1.5,Rainier Beach,1320,5170,1948,282,383,,Sold,,,http://www.redfin.com/WA/Seattle/6107-S-Ryan-St-98178/home/176413,NWMLS,1529340,N,Y,47.5094915,-122.2566701
PAST SALE,March-19-2020,Single Family Residential,5555 S Holly St,Seattle,WA,98118,2296400,4,4.0,Seward Park,5103,54110,1940,177,450,,Sold,,,http://www.redfin.com/WA/Seattle/5555-S-Holly-St-98118/home/489567,NWMLS,1523067,N,Y,47.5413652,-122.2619435
PAST SALE,,Single Family Residential,10458 Dixon Dr S,Seattle,WA,98178,575000,2,0.75,,1040,7980,1930,,553,,,,,http://www.redfin.com/WA/Seattle/10458-Dixon-Dr-S-98178/home/198267,,,N,Y,47.5086178,-122.2370293
PAST SALE,December-6-2019,Single Family Residential,5118 S Garden St,Seattle,WA,98118,417000,3,1.0,Seward Park,970,4128,1910,281,430,,Sold,,,http://www.redfin.com/WA/Seattle/5118-S-Garden-St-98118/home/491300,NWMLS,1532477,N,Y,47.5378472,-122.2695005
PAST SALE,February-25-2020,Single Family Residential,6210 Wilson Ave S,Seattle,WA,98118,1033000,4,2.0,Seward Park,2560,10620,1952,200,404,,Sold,,,http://www.redfin.com/WA/Seattle/6210-Wilson-Ave-S-98118/home/490447,NWMLS,1556915,N,Y,47.5467856,-122.2632158
PAST SALE,March-20-2020,Single Family Residential,5929 Wilson Ave S,Seattle,WA,98118,1155000,3,3.5,Seward Park,2477,6270,1958,176,466,,Sold,,,http://www.redfin.com/WA/Seattle/5929-Wilson-Ave-S-98118/home/489420,NWMLS,1563539,N,Y,47.548862,-122.2639279
PAST SALE,April-10-2020,Single Family Residential,7503 S Taft St,Seattle,WA,98178,645000,3,2.0,Lakeridge,1690,10062,1928,155,382,,Sold,,,http://www.redfin.com/WA/Seattle/7503-S-Taft-St-98178/home/177442,NWMLS,1559835,N,Y,47.5101885,-122.2408641
PAST SALE,,Single Family Residential,4125 Wallingford Ave N,Seattle,WA,98103,1025000,4,1.0,,1180,4560,1920,,869,,,,,http://www.redfin.com/WA/Seattle/4125-Wallingford-Ave-N-98103/home/117745,,,N,Y,47.657638,-122.336517
PAST SALE,February-12-2020,Single Family Residential,3215 39th Ave W,Seattle,WA,98199,1799000,4,3.25,Magnolia,3450,4715,2017,213,521,,Sold,,,http://www.redfin.com/WA/Seattle/3215-39th-Ave-W-98199/home/128084,NWMLS,1550511,N,Y,47.6491906,-122.4070367
PAST SALE,June-23-2020,Single Family Residential,2905 25th Ave W,Seattle,WA,98199,1575000,5,2.5,Magnolia,3380,6400,1960,81,466,,Sold,,,http://www.redfin.com/WA/Seattle/2905-25th-Ave-W-98199/home/124334,NWMLS,1595012,N,Y,47.6460816,-122.3892017
PAST SALE,June-4-2020,Single Family Residential,2846 23rd Ave W,Seattle,WA,98199,917000,3,1.75,Magnolia,1712,6000,1907,100,536,,Sold,,,http://www.redfin.com/WA/Seattle/2846-23rd-Ave-W-98199/home/124413,NWMLS,1590039,N,Y,47.646037,-122.385414
PAST SALE,April-30-2020,Single Family Residential,2001 28th Ave W,Seattle,WA,98199,1230000,4,2.0,Magnolia,2700,6532,1922,135,456,,Sold,,,http://www.redfin.com/WA/Seattle/2001-28th-Ave-W-98199/home/123107,NWMLS,1578703,N,Y,47.6368672,-122.3934161
PAST SALE,March-27-2020,Single Family Residential,2848 34th Ave W,Seattle,WA,98199,1205000,4,2.0,Magnolia,2410,6720,1958,169,500,,Sold,,,http://www.redfin.com/WA/Seattle/2848-34th-Ave-W-98199/home/127701,NWMLS,1573828,N,Y,47.6464791,-122.4005551
PAST SALE,April-9-2020,Single Family Residential,3029 W Howe St,Seattle,WA,98199,875000,3,1.75,Magnolia,1790,5600,1937,156,489,,Sold,,,http://www.redfin.com/WA/Seattle/3029-W-Howe-St-98199/home/125543,NWMLS,1568127,N,Y,47.6357393,-122.3969674
PAST SALE,June-26-2020,Single Family Residential,4320 Baker Ave NW,Seattle,WA,98107,1340000,4,2.0,Phinney Ridge,3100,5500,1908,78,432,,Sold,,,http://www.redfin.com/WA/Seattle/4320-Baker-Ave-NW-98107/home/302126,NWMLS,1605742,N,Y,47.6596548,-122.3590814
PAST SALE,May-29-2020,Single Family Residential,14 Newell St,Seattle,WA,98109,1290000,4,1.75,Queen Anne,2500,5500,1929,106,516,,Sold,,,http://www.redfin.com/WA/Seattle/14-Newell-St-98109/home/130791,NWMLS,1598620,N,Y,47.6442778,-122.3560766
PAST SALE,April-23-2020,Single Family Residential,2217 3rd Ave W,Seattle,WA,98119,1625000,4,3.0,Queen Anne,2600,3600,2018,142,625,,Sold,,,http://www.redfin.com/WA/Seattle/2217-3rd-Ave-W-98119/home/132608,NWMLS,1570822,N,Y,47.6389791,-122.3611732
PAST SALE,June-8-2020,Single Family Residential,946 19th Ave E,Seattle,WA,98112,1100000,4,1.5,Capitol Hill,1930,4320,1906,96,570,,Sold,,,http://www.redfin.com/WA/Seattle/946-19th-Ave-E-98112/home/135511,NWMLS,1591926,N,Y,47.6282083,-122.3069323
PAST SALE,April-29-2020,Single Family Residential,3918 Wallingford Ave N,Seattle,WA,98103,1240000,0,,Wallingford,2820,4560,1921,136,440,,Sold,,,http://www.redfin.com/WA/Seattle/3918-Wallingford-Ave-N-98103/home/119957,NWMLS,1597482,N,Y,47.6549572,-122.3359479
PAST SALE,June-15-2020,Single Family Residential,2222 Warren Ave N,Seattle,WA,98109,2085000,4,3.75,Queen Anne,2768,3500,1906,89,753,,Sold,,,http://www.redfin.com/WA/Seattle/2222-Warren-Ave-N-98109/home/133210,NWMLS,1595822,N,Y,47.6389427,-122.3541159
PAST SALE,April-16-2020,Single Family Residential,2577 24th Ave W,Seattle,WA,98199,950000,3,1.75,Magnolia,1920,5900,1946,149,495,,Sold,,,http://www.redfin.com/WA/Seattle/2577-24th-Ave-W-98199/home/125105,NWMLS,1575971,N,Y,47.6431806,-122.3879719
PAST SALE,March-24-2020,Single Family Residential,3019 24th Ave W,Seattle,WA,98199,1389000,5,2.5,Magnolia,3120,5346,2001,172,445,,Sold,,,http://www.redfin.com/WA/Seattle/3019-24th-Ave-W-98199/home/124942,NWMLS,1559169,N,Y,47.6473351,-122.3877691
PAST SALE,March-20-2020,Single Family Residential,4417 Williams Ave W,Seattle,WA,98199,1755000,4,2.5,Magnolia,3906,5170,2015,176,449,,Sold,,,http://www.redfin.com/WA/Seattle/4417-Williams-Ave-W-98199/home/124768,NWMLS,1558901,N,Y,47.6599986,-122.3925136
PAST SALE,June-1-2020,Single Family Residential,3610 31st Ave W,Seattle,WA,98199,763200,3,1.5,Magnolia,1550,6400,1951,103,492,,Sold,,,http://www.redfin.com/WA/Seattle/3610-31st-Ave-W-98199/home/127749,NWMLS,1592189,N,Y,47.6527353,-122.3966057
PAST SALE,June-12-2020,Single Family Residential,4058 32nd Ave W,Seattle,WA,98199,951000,3,2.0,Magnolia,2175,4800,1918,92,437,,Sold,,,http://www.redfin.com/WA/Seattle/4058-32nd-Ave-W-98199/home/127562,NWMLS,1594304,N,Y,47.6575545,-122.3978971
PAST SALE,May-15-2020,Single Family Residential,1013 15th Ave E,Seattle,WA,98112,1775000,5,4.75,Capitol Hill,5155,5670,1905,120,344,,Sold,,,http://www.redfin.com/WA/Seattle/1013-15th-Ave-E-98112/home/137299,NWMLS,1579580,N,Y,47.6280755,-122.3129117
PAST SALE,April-8-2020,Single Family Residential,1209 6th Ave N,Seattle,WA,98109,1150000,3,2.0,Queen Anne,1700,1843,2015,157,676,,Sold,,,http://www.redfin.com/WA/Seattle/1209-6th-Ave-N-98109/home/105510466,NWMLS,1576184,N,Y,47.6300917,-122.3450739
PAST SALE,June-26-2020,Single Family Residential,402 W Galer St,Seattle,WA,98119,1505000,5,4.0,Queen Anne,2849,4440,1905,78,528,,Sold,,,http://www.redfin.com/WA/Seattle/402-W-Galer-St-98119/home/132815,NWMLS,1575348,N,Y,47.6325561,-122.3626801
PAST SALE,May-27-2020,Single Family Residential,2233 12th Ave W,Seattle,WA,98119,1295995,4,2.5,Queen Anne,2980,3000,1990,108,435,,Sold,,,http://www.redfin.com/WA/Seattle/2233-12th-Ave-W-98119/home/130028,NWMLS,1589628,N,Y,47.6396234,-122.3728702
PAST SALE,April-27-2020,Single Family Residential,3319 W Elmore St,Seattle,WA,98199,1750000,4,3.25,Magnolia,3584,4800,2020,138,488,,Sold,,,http://www.redfin.com/WA/Seattle/3319-W-Elmore-St-98199/home/171031527,NWMLS,1574808,N,Y,47.6574385,-122.4003454
PAST SALE,June-24-2020,Single Family Residential,1824 1st Ave W,Seattle,WA,98119,1260000,3,1.75,Queen Anne,2230,4800,1911,80,565,,Sold,,,http://www.redfin.com/WA/Seattle/1824-1st-Ave-W-98119/home/134550,NWMLS,1600240,N,Y,47.6355575,-122.3580468
PAST SALE,,Single Family Residential,750 11th Ave E #405,Seattle,WA,98102,504950,1,1.0,,632,,,,799,,,,,http://www.redfin.com/WA/Seattle/750-11th-Ave-E-98102/unit-405/home/169265242,,,N,Y,47.6266216,-122.3176642
PAST SALE,June-26-2020,Single Family Residential,3031 32nd Ave W,Seattle,WA,98199,1120000,4,2.75,Magnolia,2800,6000,1965,78,400,,Sold,,,http://www.redfin.com/WA/Seattle/3031-32nd-Ave-W-98199/home/127799,NWMLS,1606956,N,Y,47.6478184,-122.3986223
PAST SALE,June-19-2020,Single Family Residential,509 W Raye St,Seattle,WA,98119,1095778,3,1.75,Queen Anne,1840,3700,1903,85,596,,Sold,,,http://www.redfin.com/WA/Seattle/509-W-Raye-St-98119/home/131464,NWMLS,1595315,N,Y,47.642898,-122.3641222
PAST SALE,April-10-2020,Single Family Residential,3420 33rd Ave W,Seattle,WA,98199,709000,3,1.0,Magnolia,1740,6000,1910,155,407,,Sold,,,http://www.redfin.com/WA/Seattle/3420-33rd-Ave-W-98199/home/128887,NWMLS,1567630,N,Y,47.6511155,-122.399223
PAST SALE,March-20-2020,Single Family Residential,4118 Densmore Ave N,Seattle,WA,98103,1192500,4,1.5,Wallingford,2720,4560,1911,176,438,,Sold,,,http://www.redfin.com/WA/Seattle/4118-Densmore-Ave-N-98103/home/118755,NWMLS,1502313,N,Y,47.6574105,-122.3371372
PAST SALE,May-26-2020,Single Family Residential,2513 W Raye St,Seattle,WA,98199,1715000,4,2.75,Magnolia,3560,8040,1955,109,482,,Sold,,,http://www.redfin.com/WA/Seattle/2513-W-Raye-St-98199/home/124664,NWMLS,1588490,N,Y,47.6432494,-122.3897539
PAST SALE,June-12-2020,Single Family Residential,1533 Magnolia Way W,Seattle,WA,98199,1895000,4,3.5,Magnolia,3340,5750,1986,92,567,,Sold,,,http://www.redfin.com/WA/Seattle/1533-Magnolia-Way-W-98199/home/126242,NWMLS,1600155,N,Y,47.6333236,-122.390917
PAST SALE,March-5-2020,Single Family Residential,1452 28th Ave W,Seattle,WA,98199,4100000,4,4.25,Magnolia,4680,3799,2006,191,876,,Sold,,,http://www.redfin.com/WA/Seattle/1452-28th-Ave-W-98199/home/126271,NWMLS,1513762,N,Y,47.6317806,-122.3928174
PAST SALE,April-23-2020,Single Family Residential,2633 W Lynn St,Seattle,WA,98199,1250000,4,2.5,Magnolia,2955,4000,1939,142,423,,Sold,,,http://www.redfin.com/WA/Seattle/2633-W-Lynn-St-98199/home/123834,NWMLS,1580222,N,Y,47.6389285,-122.3918932
PAST SALE,June-19-2020,Single Family Residential,2719 10th Ave W,Seattle,WA,98119,1279000,4,2.25,Queen Anne,2140,2030,1918,85,598,,Sold,,,http://www.redfin.com/WA/Seattle/2719-10th-Ave-W-98119/home/130575,NWMLS,1602874,N,Y,47.6449044,-122.3703876
PAST SALE,May-21-2020,Single Family Residential,1610 20th Ave E,Seattle,WA,98112,1685000,4,2.5,North Capitol Hill,2700,4125,1925,114,624,,Sold,,,http://www.redfin.com/WA/Seattle/1610-20th-Ave-E-98112/home/137207,NWMLS,1595487,N,Y,47.6335349,-122.3057387
PAST SALE,October-4-2019,Single Family Residential,320 N 73rd St,Seattle,WA,98103,682500,2,1.0,Green Lake,1640,4120,1905,344,416,,Sold,,,http://www.redfin.com/WA/Seattle/320-N-73rd-St-98103/home/300535,NWMLS,1504233,N,Y,47.682108,-122.3543839
PAST SALE,November-7-2019,Single Family Residential,2009 E John St,Seattle,WA,98112,1148000,3,1.0,Capitol Hill,1550,3923,1902,310,741,,Sold,,,http://www.redfin.com/WA/Seattle/2009-E-John-St-98112/home/142358,NWMLS,1486958,N,Y,47.6200712,-122.3055624
PAST SALE,,Single Family Residential,1913 15th Ave S,Seattle,WA,98144,1540000,3,1.0,,860,6000,1914,,1791,,,,,http://www.redfin.com/WA/Seattle/1913-15th-Ave-S-98144/home/169143,,,N,Y,47.585956,-122.3137459
PAST SALE,,Single Family Residential,3409 15th Ave S,Seattle,WA,98144,400000,2,1.0,,960,4800,1924,,417,,,,,http://www.redfin.com/WA/Seattle/3409-15th-Ave-S-98144/home/167470,,,N,Y,47.5727795,-122.3137365
PAST SALE,December-26-2019,Single Family Residential,116 10th Ave E,Seattle,WA,98102,1130000,2,1.0,Capitol Hill,2100,3840,1906,261,538,,Sold,,,http://www.redfin.com/WA/Seattle/116-10th-Ave-E-98102/home/142181,NWMLS,1545359,N,Y,47.6192944,-122.3191776
PAST SALE,May-29-2020,Single Family Residential,4907 13th Ave S,Seattle,WA,98108,745000,3,2.25,Beacon Hill,2124,4000,1919,106,351,,Sold,,,http://www.redfin.com/WA/Seattle/4907-13th-Ave-S-98108/home/170040,NWMLS,1596122,N,Y,47.5583989,-122.3163501
PAST SALE,,Single Family Residential,3301 17th Ave S,Seattle,WA,98144,475000,4,2.5,,2356,4877,1920,,202,,,,,http://www.redfin.com/WA/Seattle/3301-17th-Ave-S-98144/home/167338,,,N,Y,47.5738847,-122.3115857
PAST SALE,June-4-2020,Single Family Residential,916 B 14th Ave,Seattle,WA,98122,1450000,4,3.0,Central Area,2647,1760,2020,100,548,,Sold,,,http://www.redfin.com/WA/Seattle/916-14th-Ave-98122/unit-B/home/171913732,NWMLS,1600620,N,Y,47.6109244,-122.3138103
PAST SALE,May-6-2020,Single Family Residential,1739 Madrona Dr,Seattle,WA,98122,767000,3,1.0,Madrona,1720,5658,1904,129,446,,Sold,,,http://www.redfin.com/WA/Seattle/1739-Madrona-Dr-98122/home/140578,NWMLS,1584791,N,Y,47.6176282,-122.2848973
PAST SALE,June-26-2020,Single Family Residential,822 33rd Ave,Seattle,WA,98122,745000,2,1.0,Madrona,1390,5000,1938,78,536,,Sold,,,http://www.redfin.com/WA/Seattle/822-33rd-Ave-98122/home/146989,NWMLS,1596563,N,Y,47.6099808,-122.2901588
PAST SALE,April-28-2020,Single Family Residential,1912 16th Ave S,Seattle,WA,98144,950000,5,4.0,N Beacon Hill,2730,6000,1915,137,348,,Sold,,,http://www.redfin.com/WA/Seattle/1912-16th-Ave-S-98144/home/167819,NWMLS,1586037,N,Y,47.5859309,-122.3117766
PAST SALE,June-6-2020,Single Family Residential,2333 16th Ave S,Seattle,WA,98144,852815,4,2.0,Sodo,1430,6000,1930,98,596,,Sold,,,http://www.redfin.com/WA/Seattle/2333-16th-Ave-S-98144/home/169033,NWMLS,1619789,N,Y,47.5820226,-122.312368
PAST SALE,June-24-2020,Single Family Residential,4883 24th Ave S,Seattle,WA,98108,565000,2,1.0,Beacon Hill,940,4800,1920,80,601,,Sold,,,http://www.redfin.com/WA/Seattle/4883-24th-Ave-S-98108/home/478190,NWMLS,1603250,N,Y,47.5587611,-122.3031164
PAST SALE,June-22-2020,Single Family Residential,307 Martin Luther King Jr. Way E,Seattle,WA,98112,645000,2,0.75,Madison Valley,830,5250,1953,82,777,,Sold,,,http://www.redfin.com/WA/Seattle/307-Martin-Luther-King-Jr-Way-E-98112/home/146966,NWMLS,1605311,N,Y,47.6216455,-122.2963887
PAST SALE,June-12-2020,Single Family Residential,1806 S Lane St,Seattle,WA,98144,657000,2,1.0,Judkins,1440,3360,1910,92,456,,Sold,,,http://www.redfin.com/WA/Seattle/1806-S-Lane-St-98144/home/143604,NWMLS,1596459,N,Y,47.5968406,-122.3085197
PAST SALE,June-16-2020,Single Family Residential,916 14th Ave Unit A,Seattle,WA,98122,1450000,3,3.0,Capitol Hill,2300,2051,2020,88,630,,Sold,,,http://www.redfin.com/WA/Seattle/916-14th-Ave-98122/unit-A/home/172262504,NWMLS,1620506,N,Y,47.6109244,-122.3138103
PAST SALE,June-16-2020,Single Family Residential,3127 34th Ave S,Seattle,WA,98144,887000,3,1.0,Mt Baker,2340,4000,1921,88,379,,Sold,,,http://www.redfin.com/WA/Seattle/3127-34th-Ave-S-98144/home/171692,NWMLS,1599402,N,Y,47.5759188,-122.2901799
PAST SALE,May-21-2020,Single Family Residential,4029 Letitia Ave S,Seattle,WA,98118,715000,3,2.0,Genesee,1730,5760,2003,114,413,,Sold,,,http://www.redfin.com/WA/Seattle/4029-Letitia-Ave-S-98118/home/172078,NWMLS,1585739,N,Y,47.5671957,-122.2903066
PAST SALE,February-27-2020,Single Family Residential,2528 31st Ave S,Seattle,WA,98144,759000,4,1.5,Mt Baker,2820,5000,1911,198,269,,Sold,,,http://www.redfin.com/WA/Seattle/2528-31st-Ave-S-98144/home/488635,NWMLS,1558307,N,Y,47.5801024,-122.2926623
PAST SALE,April-3-2020,Single Family Residential,1909 E Lynn St,Seattle,WA,98112,1335000,4,2.0,Montlake,2280,4325,1925,162,586,,Sold,,,http://www.redfin.com/WA/Seattle/1909-E-Lynn-St-98112/home/137766,NWMLS,1571914,N,Y,47.6393607,-122.3066858
PAST SALE,April-23-2020,Single Family Residential,1160 20th Ave E,Seattle,WA,98112,2075000,4,3.25,Capitol Hill,4750,9775,1907,142,437,,Sold,,,http://www.redfin.com/WA/Seattle/1160-20th-Ave-E-98112/home/137081,NWMLS,1593321,N,Y,47.6304548,-122.3056271
PAST SALE,March-27-2020,Single Family Residential,411 25th Ave E,Seattle,WA,98112,800000,3,1.0,Madison Valley,1480,5376,1951,169,541,,Sold,,,http://www.redfin.com/WA/Seattle/411-25th-Ave-E-98112/home/148160,NWMLS,1559979,N,Y,47.623046,-122.3000967
PAST SALE,May-7-2020,Single Family Residential,3312 E Howell St,Seattle,WA,98122,1300000,4,3.25,Madrona,2190,4265,2015,128,594,,Sold,,,http://www.redfin.com/WA/Seattle/3312-E-Howell-St-98122/home/147292,NWMLS,1596458,N,Y,47.6177982,-122.2895572
PAST SALE,December-13-2019,Single Family Residential,1234 3rd Ave N,Seattle,WA,98109,1100000,3,2.0,Queen Anne,2170,7200,1900,274,507,,Sold,,,http://www.redfin.com/WA/Seattle/1234-3rd-Ave-N-98109/home/133317,NWMLS,1525202,N,Y,47.630797,-122.3510244
PAST SALE,,Single Family Residential,360 Highland Dr,Seattle,WA,98109,3200000,3,2.5,,2760,11523,1924,,1159,,,,,http://www.redfin.com/WA/Seattle/360-Highland-Dr-98109/home/132369,,,N,Y,47.6299991,-122.3494794
PAST SALE,March-9-2020,Single Family Residential,362 Ward St,Seattle,WA,98109,4800000,5,4.5,Queen Anne,5075,4860,2020,187,946,,Sold,,,http://www.redfin.com/WA/Seattle/362-Ward-St-98109/home/134888,NWMLS,1557675,N,Y,47.6282538,-122.3497183
PAST SALE,February-19-2020,Single Family Residential,9338 39th Ave S,Seattle,WA,98118,539500,2,2.0,Beacon Hill,1720,4400,1926,206,314,,Sold,,,http://www.redfin.com/WA/Seattle/9338-39th-Ave-S-98118/home/480027,NWMLS,1542156,N,Y,47.5186434,-122.2834288
PAST SALE,January-30-2020,Single Family Residential,9047 37th Ave S,Seattle,WA,98118,500000,3,1.5,Beacon Hill,1180,8447,1921,226,424,,Sold,,,http://www.redfin.com/WA/Seattle/9047-37th-Ave-S-98118/home/479952,NWMLS,1533040,N,Y,47.522154,-122.2862508
PAST SALE,March-31-2020,Single Family Residential,5212 17th Ave S,Seattle,WA,98108,485000,2,1.0,Beacon Hill,1220,5500,1929,165,398,,Sold,,,http://www.redfin.com/WA/Seattle/5212-17th-Ave-S-98108/home/481817,NWMLS,1565952,N,Y,47.5551835,-122.3102679
PAST SALE,April-21-2020,Single Family Residential,4402 Renton Ave S,Seattle,WA,98108,780001,3,2.0,Columbia City,1820,2613,2014,144,429,140,Sold,,,http://www.redfin.com/WA/Seattle/4402-Renton-Ave-S-98108/home/28581759,NWMLS,1583751,N,Y,47.5642592,-122.2921719
PAST SALE,December-2-2019,Single Family Residential,5938 21st Ave S,Seattle,WA,98108,784000,5,3.0,Beacon Hill,2460,5688,2011,285,319,,Sold,,,http://www.redfin.com/WA/Seattle/5938-21st-Ave-S-98108/home/22228882,NWMLS,1535994,N,Y,47.5487871,-122.3061421
PAST SALE,October-22-2019,Single Family Residential,4934 30th Ave S,Seattle,WA,98108,653000,3,2.0,Beacon Hill,2440,12458,1955,326,268,,Sold,,,http://www.redfin.com/WA/Seattle/4934-30th-Ave-S-98108/home/478901,NWMLS,1523377,N,Y,47.5572384,-122.293851
PAST SALE,February-18-2020,Single Family Residential,4334 12th Ave S,Seattle,WA,98108,718700,2,1.75,Beacon Hill,1340,4800,1953,207,536,,Sold,,,http://www.redfin.com/WA/Seattle/4334-12th-Ave-S-98108/home/169757,NWMLS,1555869,N,Y,47.5642983,-122.3169958
PAST SALE,January-24-2020,Single Family Residential,5102 13th Ave S,Seattle,WA,98108,700000,3,2.25,Beacon Hill,1730,4650,1918,232,405,,Sold,,,http://www.redfin.com/WA/Seattle/5102-13th-Ave-S-98108/home/169906,NWMLS,1521370,N,Y,47.55625,-122.3158413
PAST SALE,December-3-2019,Single Family Residential,9232 39th Ave S,Seattle,WA,98118,425000,2,1.0,Beacon Hill,720,4000,1947,284,590,,Sold,,,http://www.redfin.com/WA/Seattle/9232-39th-Ave-S-98118/home/480520,NWMLS,1531220,N,Y,47.520558,-122.283376
PAST SALE,March-9-2020,Single Family Residential,3741 S Kenyon St,Seattle,WA,98118,693000,4,2.5,Beacon Hill,2580,8911,1962,187,269,,Sold,,,http://www.redfin.com/WA/Seattle/3741-S-Kenyon-St-98118/home/479908,NWMLS,1561679,N,Y,47.5311966,-122.2841128
PAST SALE,March-19-2020,Single Family Residential,6909 37th Ave S,Seattle,WA,98118,762000,4,3.25,Seattle,2110,2116,2011,177,361,73,Sold,,,http://www.redfin.com/WA/Seattle/6909-37th-Ave-S-98118/home/22717444,NWMLS,1563559,N,Y,47.5402693,-122.2868982
PAST SALE,May-8-2020,Single Family Residential,9207 39th Ave S,Seattle,WA,98118,480000,3,1.0,Beacon Hill,1510,4450,1921,127,318,,Sold,,,http://www.redfin.com/WA/Seattle/9207-39th-Ave-S-98118/home/480199,NWMLS,1578113,N,Y,47.5211138,-122.2839531
PAST SALE,,Single Family Residential,2847 S Othello St,Seattle,WA,98108,800000,3,3.25,,3350,6150,2018,,239,,,,,http://www.redfin.com/WA/Seattle/2847-S-Othello-St-98108/home/22239551,,,N,Y,47.536404,-122.294779
PAST SALE,,Single Family Residential,10011 16th Ave S,Seattle,WA,98168,460000,3,2.5,,2200,9450,1932,,209,,,,,http://www.redfin.com/WA/Seattle/10011-16th-Ave-S-98168/home/187868,,,N,Y,47.513384,-122.313062
PAST SALE,March-27-2020,Single Family Residential,3811 S Lyon Ct,Seattle,WA,98118,635000,3,2.5,Seattle,1720,2851,2006,169,369,72,Sold,,,http://www.redfin.com/WA/Seattle/3811-S-Lyon-Ct-98118/home/2075231,NWMLS,1574975,N,Y,47.5353505,-122.2840597
PAST SALE,April-30-2020,Single Family Residential,8431 42nd Ave S,Seattle,WA,98118,550000,4,2.75,Beacon Hill,2190,6250,1947,135,251,,Sold,,,http://www.redfin.com/WA/Seattle/8431-42nd-Ave-S-98118/home/480397,NWMLS,1584640,N,Y,47.5269043,-122.2811839
PAST SALE,March-26-2020,Single Family Residential,5518 46th Ave S,Seattle,WA,98118,966000,4,2.0,Columbia City,2910,6180,1916,170,332,,Sold,,,http://www.redfin.com/WA/Seattle/5518-46th-Ave-S-98118/home/492310,NWMLS,1569339,N,Y,47.5520469,-122.275139
PAST SALE,April-6-2020,Single Family Residential,8515 12th Ave S,Seattle,WA,98108,450000,2,1.0,South Park,780,2089,1942,159,577,5,Sold,,,http://www.redfin.com/WA/Seattle/8515-12th-Ave-S-98108/home/477567,NWMLS,1557267,N,Y,47.5268108,-122.3177979
PAST SALE,January-27-2020,Single Family Residential,4561 33rd Ave S,Seattle,WA,98118,625000,4,3.75,Columbia City,2480,3000,1905,229,252,,Sold,,,http://www.redfin.com/WA/Seattle/4561-33rd-Ave-S-98118/home/172237,NWMLS,1548852,N,Y,47.5610918,-122.2912261
PAST SALE,April-15-2020,Single Family Residential,1919 11th Ave E,Seattle,WA,98102,1225000,4,2.75,North Capitol Hill,2250,4000,1927,150,544,,Sold,,,http://www.redfin.com/WA/Seattle/1919-11th-Ave-E-98102/home/136607,NWMLS,1576020,N,Y,47.6365067,-122.3182648
PAST SALE,,Single Family Residential,112 10th Ave E,Seattle,WA,98102,1250000,3,1.0,,1580,3840,1908,,791,,,,,http://www.redfin.com/WA/Seattle/112-10th-Ave-E-98102/home/142182,,,N,Y,47.6192179,-122.3192176
PAST SALE,September-18-2019,Single Family Residential,3230 NE 100th St,Seattle,WA,98125,1200000,5,2.75,Wedgwood,2920,7256,2005,360,411,,Sold,,,http://www.redfin.com/WA/Seattle/3230-NE-100th-St-98125/home/2064330,NWMLS,1489281,N,Y,47.70167,-122.2926797
PAST SALE,November-21-2019,Single Family Residential,14327 36th Ave NE,Seattle,WA,98125,765000,4,1.75,Cedar Park,2810,8112,1938,296,272,,Sold,,,http://www.redfin.com/WA/Seattle/14327-36th-Ave-NE-98125/home/111577,NWMLS,1527405,N,Y,47.7327424,-122.290025
PAST SALE,October-28-2019,Single Family Residential,7015 Ravenna Ave NE,Seattle,WA,98115,1582000,5,3.5,Ravenna,3420,4216,2008,320,463,,Sold,,,http://www.redfin.com/WA/Seattle/7015-Ravenna-Ave-NE-98115/home/310505,NWMLS,1523164,N,Y,47.6798815,-122.3042944
PAST SALE,March-26-2020,Single Family Residential,8017 19th Ave NE,Seattle,WA,98115,1050000,3,2.5,Ravenna,2100,2869,2004,170,500,,Sold,,,http://www.redfin.com/WA/Seattle/8017-19th-Ave-NE-98115/home/309464,NWMLS,1573853,N,Y,47.6872212,-122.3082158
